timestamp,chain,chain_name,from_token,to_token,usd_amount,token_amount,project,expectedAmount,efficiency,latency_ms,from_amount_usd,to_amount_usd
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,10000,3.3333333333333335,OpenOcean,9937.507338,101.7296%,2078,9757.9,9926.67545500158
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,10000,3.3333333333333335,CoW Swap,9936.159902,101.7215%,241,9757.35843655,9925.329487706818
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,10000,3.3333333333333335,1inch,9934.666233127884,101.7005%,454,9757.900000000001,9923.837446933774
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,Odos,99355.189581,101.7093%,2158,97579.0,99246.8924243567
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,1inch_fusion,99354.555852,101.7086%,519,97579.0,99246.25938612132
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,Velora,99352.40909,101.7064%,9875,97579.0,99244.1149640919
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,KyberSwap,99349.837074,101.7038%,651,97579.0,99241.54575158934
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,Velora Delta,99348.522974,101.7024%,6035,97579.0,99240.23308395834
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,Fly,99340.031005,101.6938%,398,97579.0,99231.75037120454
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,0x,99339.09999999999,101.6928%,510,97579.0,99230.82038099998
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,SushiSwap,99334.291876,101.6879%,159,97579.0,99226.01749785517
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,Bebop,99334.291876,101.6879%,519,97579.0,99226.01749785517
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,OpenOcean,99333.78286,101.6874%,1966,97579.0,99225.5090366826
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,1inch,99301.29681675728,101.6541%,424,97579.0,99193.05840322701
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,100000,33.333333333333336,CoW Swap,99225.437863,101.5770%,192,97578.46721866,99117.28213572933
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,1inch_fusion,993933.261989,101.7483%,559,975789.9999999999,992849.874733432
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,Velora Delta,993560.055724,101.7101%,2217,975789.9999999999,992477.0752632607
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,Velora,993304.519996,101.6840%,7779,975789.9999999999,992221.8180692043
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,1inch,993151.3228092067,101.6683%,463,975789.9999999999,992068.7878673446
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,KyberSwap,991382.574868,101.4872%,1429,975789.9999999999,990301.9678613938
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,0x,991323.7899999999,101.4812%,522,975789.9999999999,990243.2470688999
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,Fly,991122.00898,101.4605%,332,975789.9999999999,990041.6859902118
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,SushiSwap,990957.484562,101.4437%,224,975789.9999999999,989877.3409038275
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,Bebop,990957.484562,101.4437%,497,975789.9999999999,989877.3409038275
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,Odos,990887.694995,101.4365%,1180,975789.9999999999,989807.6274074555
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,OpenOcean,990683.80627,101.4157%,2021,975789.9999999999,989603.9609211656
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,USDT,1000000,333.3333333333333,CoW Swap,989359.845768,101.2802%,210,975789.6252966399,988281.4435361129
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,1inch,2.7243362572411836,100.1465%,352,9757.900000000001,9772.194154724126
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Nordstern Finance,2.7202595021741742,99.9966%,712,9757.900000000001,9757.570834298764
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Odos,2.7202479392035683,99.9962%,804,9757.900000000001,9757.5293579232
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Velora,2.720242251519109,99.9960%,6141,9757.9,9757.508956199044
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,0x,2.72023408685873,99.9957%,552,9757.900000000001,9757.479669562264
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,KyberSwap,2.720204675226433,99.9946%,532,9757.9,9757.374170037214
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Fly,2.7202016285,99.9945%,403,9757.900000000001,9757.363241429499
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,SushiSwap,2.7202013564245187,99.9945%,155,9757.9,9757.362265494748
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Bebop,2.7202013564245187,99.9945%,563,9757.9,9757.362265494748
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,Velora Delta,2.7201623544822047,99.9931%,730,9757.9,9757.222365527668
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,OpenOcean,2.720106836843911,99.9910%,1089,9757.9,9757.023223759108
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,1inch_fusion,2.719970227293957,99.9860%,428,9757.900000000001,9756.533205303424
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,10000,3.3333333333333335,CoW Swap,2.7195693427646224,99.9745%,209,9757.583382979225,9755.0952324967
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,1inch,27.243339755635272,100.1464%,369,97579.0,97721.85970346372
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,Nordstern Finance,27.202848032593682,99.9976%,502,97579.0,97576.61589291354
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,Velora,27.202399655787794,99.9959%,693,97579.0,97575.00756531082
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,KyberSwap,27.202028859088262,99.9945%,991,97579.0,97573.6775175496
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,0x,27.201998794492,99.9944%,562,97579.0,97573.5696758428
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,Fly,27.201998794485,99.9944%,329,97579.0,97573.5696758177
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,Odos,27.201998794252148,99.9944%,681,97579.0,97573.56967498246
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,OpenOcean,27.201983394037743,99.9944%,1551,97579.0,97573.51443441339
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,SushiSwap,27.20197158706428,99.9943%,206,97579.0,97573.47208279956
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,Bebop,27.20197158706428,99.9943%,675,97579.0,97573.47208279956
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,1inch_fusion,27.199679415822217,99.9859%,309,97579.0,97565.25006455429
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,100000,33.333333333333336,CoW Swap,27.195473790777335,99.9708%,217,97578.66042508,97550.1644875183
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,1inch,272.4222797381689,100.1423%,482,975789.9999999999,977178.7174208119
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Velora,272.02021650062835,99.9945%,774,975789.9999999999,975736.5165877539
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,KyberSwap,272.0184801512619,99.9939%,4150,975789.9999999999,975730.2883025764
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Odos,272.018408716567,99.9939%,786,975789.9999999999,975730.0320663259
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,OpenOcean,272.018238904957,99.9938%,1556,975789.9999999999,975729.4229520807
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,0x,272.01823890495695,99.9938%,575,975789.9999999999,975729.4229520806
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Fly,272.018238904835,99.9938%,422,975789.9999999999,975729.4229516432
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Nordstern Finance,272.0171143129286,99.9934%,381,975789.9999999999,975725.3890404748
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,SushiSwap,272.0155182380574,99.9928%,250,975789.9999999999,975719.6639199118
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Bebop,272.0155182380574,99.9928%,609,975789.9999999999,975719.6639199118
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,Velora Delta,272.0127292974246,99.9918%,1517,975789.9999999999,975709.659989862
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,1inch_fusion,272.01015389902943,99.9908%,438,975789.9999999999,975700.4220358186
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,wstETH,1000000,333.3333333333333,CoW Swap,271.96374701239046,99.9738%,282,975789.6833829791,975533.9605334445
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,Nordstern Finance,3.0670277851013488,99.9739%,378,9757.900000000001,9755.356616627561
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,KyberSwap,3.066947723777857,99.9713%,369,9757.9,9755.101963974705
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,Odos,3.066909663289711,99.9701%,639,9757.900000000001,9754.98090421885
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,OpenOcean,3.066909663014,99.9701%,1037,9757.9,9754.98090334189
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,0x,3.0669096630119994,99.9701%,527,9757.900000000001,9754.980903335527
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,SushiSwap,3.0669079166732964,99.9700%,154,9757.9,9754.975348721087
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,Bebop,3.0669079166732964,99.9700%,503,9757.9,9754.975348721087
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,Fly,3.0667873834069117,99.9661%,364,9757.900000000001,9754.591966150032
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,Velora Delta,3.0667032064894193,99.9634%,1636,9757.9,9754.324222945024
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,1inch_fusion,3.0664807046685714,99.9561%,376,9757.900000000001,9753.616506953418
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,CoW Swap,3.066196788198391,99.9501%,189,9757.583382979225,9752.713448158385
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,10000,3.3333333333333335,1inch,3.0652540423110977,99.9161%,263,9757.900000000001,9749.714837459755
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,KyberSwap,30.66903710164564,99.9699%,511,97579.0,97549.61968994631
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Odos,30.66898436602391,99.9697%,744,97579.0,97549.45195269956
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Velora,30.668984363414,99.9697%,778,97579.0,97549.45194439817
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,OpenOcean,30.668984363339,99.9697%,1067,97579.0,97549.45194415962
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,0x,30.66898436332,99.9697%,535,97579.0,97549.45194409919
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,SushiSwap,30.66880972876093,99.9691%,190,97579.0,97548.89648046446
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Bebop,30.66880972876093,99.9691%,619,97579.0,97548.89648046446
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Fly,30.667444663961632,99.9647%,352,97579.0,97544.55459155604
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Velora Delta,30.667278697588603,99.9642%,1228,97579.0,97544.02669899401
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,Nordstern Finance,30.666998303643894,99.9632%,618,97579.0,97543.1348443662
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,1inch_fusion,30.66435401375662,99.9546%,267,97579.0,97534.72409863594
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,CoW Swap,30.66275107394853,99.9497%,174,97578.68338297923,97529.62559592957
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,100000,33.333333333333336,1inch,30.6520874433418,99.9146%,353,97579.0,97495.70757278612
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,KyberSwap,306.6900836667394,99.9698%,3226,975789.9999999999,975495.2829204713
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Odos,306.6795260471454,99.9664%,783,975789.9999999999,975461.7020886762
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,0x,306.679525048973,99.9664%,530,975789.9999999999,975461.6989137693
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Velora,306.6795187311927,99.9664%,754,975789.9999999999,975461.6788186791
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,OpenOcean,306.67951848273947,99.9664%,882,975789.9999999999,975461.678028419
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Fly,306.6667775759239,99.9622%,339,975789.9999999999,975421.1527712926
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Velora Delta,306.6666301958515,99.9622%,2015,975789.9999999999,975420.6839965488
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,1inch_fusion,306.66368567391856,99.9612%,303,975789.9999999999,975411.3182967462
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,CoW Swap,306.61740088934636,99.9462%,169,975789.5077407791,975264.0993567617
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,SushiSwap,306.61089584177137,99.9440%,274,975789.9999999999,975243.408621839
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Bebop,306.61089584177137,99.9440%,563,975789.9999999999,975243.408621839
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,Nordstern Finance,306.54957748867446,99.9240%,449,975789.9999999999,975048.3721097766
2026-01-27_19-58-12,Mainnet,Ethereum,ETH,weETH,1000000,333.3333333333333,1inch,306.51346645612676,99.9122%,332,975789.9999999999,974933.5130263314
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,1inch_fusion,10011.333932,100.0428%,506,9996.14,10000.421578014118
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,Velora,10009.8999,100.0285%,1289,9996.14,9998.989109109
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,KyberSwap,10009.697064,100.0265%,6553,9996.14,9998.78649420024
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,SushiSwap,10009.690366,100.0264%,157,9996.14,9998.77980350106
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,Fly,10009.690366,100.0264%,334,9996.14,9998.77980350106
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,Bebop,10009.690366,100.0264%,396,9996.14,9998.77980350106
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,Odos,10009.690366,100.0264%,827,9996.14,9998.77980350106
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,0x,10009.69,100.0264%,498,9996.14,9998.7794379
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,OpenOcean,10009.671808,100.0262%,1223,9996.14,9998.76126572928
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,Velora Delta,10009.605012,100.0256%,1620,9996.14,9998.69454253692
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,1inch,10008.368403381983,100.0132%,369,9996.14,9997.459281822295
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,10000,10000.0,CoW Swap,10007.325935,100.0062%,223,9995.796456658936,9996.41794973085
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,Velora,100097.593996,100.0271%,4994,99961.4,99988.48761854436
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,Velora Delta,100097.256684,100.0268%,4336,99961.4,99988.15067421444
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,1inch_fusion,100097.120231,100.0266%,464,99961.4,99988.0143699482
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,Odos,100096.714305,100.0262%,839,99961.4,99987.60888640754
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,KyberSwap,100096.655675,100.0262%,445,99961.4,99987.55032031424
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,SushiSwap,100096.608046,100.0261%,138,99961.4,99987.50274322985
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,Fly,100096.608046,100.0261%,269,99961.4,99987.50274322985
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,Bebop,100096.608046,100.0261%,543,99961.4,99987.50274322985
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,0x,100096.6,100.0261%,515,99961.4,99987.494706
2026-01-27_19-58-12,Mainnet,Ethereum,USDC,USDT,100000,100000.0,OpenOcean,100096.123601,100.0256%,1589,99961.4,99987.0188262749
